Order_Id,Customer_Id,Customer_Name,Product_Id,Product_Category,Product_Name,Quantity_ordered,Price,Date_and_Time_When_Order_Was_Placed,Customer_Country,Customer_City,Site_From_Where_Order_Was_Placed,Payment_Type,Payment_Transaction_Confirmation_Id,Payment_Success_or_Failure,Payment_Failure_Reason
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Gary Ewing,123e4567-e89b-12d3-a456-426614174007,Electronics,Headphones,1,284.98,2024-05-03 10:36:26.086040,India,Bangalore,eBay,Internet Banking,cc8e6cc0-15b2-401c-8568-445ba2f41632,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Bill Guzman,123e4567-e89b-12d3-a456-426614174008,Clothing,Socks,1,362.08,2024-08-27 10:36:26.086040,Canada,Ottawa,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174008,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Paul Schneider,123e4567-e89b-12d3-a456-426614174009,Electronics,Chargers,4,757.11,2024-09-20 10:36:26.086040,USA,Los Angeles,eBay,UPI,123e4567-e89b-12d3-a456-426614174009,Y,Fraudulent Activity
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Brandon Thomas,123e4567-e89b-12d3-a456-426614174000,Home & Kitchen,Soap,3,84.05,2024-08-06 10:36:26.086040,UK,Glasgow,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174000,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,David Anderson,123e4567-e89b-12d3-a456-426614174001,Home & Kitchen,Toothpaste,2,50.33,2024-07-26 10:36:26.086040,Germany,Frankfurt,Amazon,UPI,123e4567-e89b-12d3-a456-426614174001,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Lindsay Davis,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Home & Kitchen,Lotion,3,278.63,2023-10-31 10:36:26.086040,UK,Manchester,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Tiffany Young,123e4567-e89b-12d3-a456-426614174003,Clothing,T-Shirts,3,450.44,2024-01-15 10:36:26.086040,India,Delhi,Amazon,UPI,123e4567-e89b-12d3-a456-426614174003,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Pamela Fox,123e4567-e89b-12d3-a456-426614174004,Sports,Football,1,56.22,2024-09-18 10:36:26.086040,USA,New York,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Sean Burke,123e4567-e89b-12d3-a456-426614174005,Books,Textbooks,5,817.11,2024-06-07 10:36:26.086040,India,Delhi,eBay,Card,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Erin Lee,123e4567-e89b-12d3-a456-426614174006,Sports,Tennis Racket,1,399.04,2023-11-02 10:36:26.086040,India,Kolkata,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174006,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Alyssa Hayes,123e4567-e89b-12d3-a456-426614174007,Home & Kitchen,Soap,2,892.65,2024-06-04 10:36:26.086040,Germany,Munich,Shopify,Internet Banking,cc8e6cc0-15b2-401c-8568-445ba2f41632,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Margaret Robertson,123e4567-e89b-12d3-a456-426614174008,Clothing,Socks,4,856.94,2024-01-14 10:36:26.086040,Germany,Frankfurt,Shopify,UPI,123e4567-e89b-12d3-a456-426614174008,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Nicole Stewart,123e4567-e89b-12d3-a456-426614174009,Clothing,Socks,1,935.38,2024-07-01 10:36:26.086040,Canada,Calgary,Walmart,Card,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
